"uid","uname","bid","course","lid","chapter","total_attempt","total_error","accuracy"
"2018","MattyDPerrine","50567","Chess Principles Reloaded - Development","6","6. The Subtleties of Development","122","26","78.69"
"2018","MattyDPerrine","51855","Lifetime Repertoires: Wesley So's 1. e4 (Part 2)","33","18. Caro-Kann 3.e5 c5","75","4","94.67"
"2018","MattyDPerrine","51855","Lifetime Repertoires: Wesley So's 1. e4 (Part 2)","34","19. Caro-Kann 3...Bf5","24","0","100"
"2018","MattyDPerrine","51855","Lifetime Repertoires: Wesley So's 1. e4 (Part 2)","53","Quickstarter Guide − The Caro-Kann","310","6","98.06"
"2018","MattyDPerrine","51855","Lifetime Repertoires: Wesley So's 1. e4 (Part 2)","58","5. Sicilian 2...e6 3.g3 − 3rd move Sidelines","36","0","100"
"2018","MattyDPerrine","51855","Lifetime Repertoires: Wesley So's 1. e4 (Part 2)","64","11. Rossolimo 3...e6","328","5","98.48"
"2018","MattyDPerrine","51855","Lifetime Repertoires: Wesley So's 1. e4 (Part 2)","68","15. Moscow 4...Qxd7 5.c4 – 5th moves","541","4","99.26"
"2018","MattyDPerrine","51855","Lifetime Repertoires: Wesley So's 1. e4 (Part 2)","73","Introduction","9","0","100"
"2018","MattyDPerrine","53465","Lifetime Repertoires: Sam Shankland's 1. d4 - Part 2","3","3. Blumenfeld Gambit","75","4","94.67"
"2018","MattyDPerrine","53465","Lifetime Repertoires: Sam Shankland's 1. d4 - Part 2","4","4. Bogo Indian","279","34","87.81"
"2018","MattyDPerrine","53465","Lifetime Repertoires: Sam Shankland's 1. d4 - Part 2","5","5. Queen's Indian Sidelines","182","8","95.6"
"2018","MattyDPerrine","53465","Lifetime Repertoires: Sam Shankland's 1. d4 - Part 2","6","6. Queen's Indian 4... Bb7","193","4","97.93"
"2018","MattyDPerrine","53465","Lifetime Repertoires: Sam Shankland's 1. d4 - Part 2","8","8. King's Indian-Gligoric 7.Be3 sidelines","191","2","98.95"
"2018","MattyDPerrine","53465","Lifetime Repertoires: Sam Shankland's 1. d4 - Part 2","9","9. King's Indian-Gligoric 7.Be3 Ng4","292","11","96.23"
"2018","MattyDPerrine","53465","Lifetime Repertoires: Sam Shankland's 1. d4 - Part 2","11","11. Grunfeld-Russian System Sidelines","27","1","96.3"
"2018","MattyDPerrine","53465","Lifetime Repertoires: Sam Shankland's 1. d4 - Part 2","13","13. Grunfeld-Russian System 7... Nc6","279","20","92.83"
"2018","MattyDPerrine","53465","Lifetime Repertoires: Sam Shankland's 1. d4 - Part 2","14","14. Grunfeld-Russian System 7... a6","91","2","97.8"
"2018","MattyDPerrine","56567","Lifetime Repertoires: Najdorf Sicilian","2","4: 6.Bg5 e6 main line 10.g4 h6!?","347","2","99.42"
"2018","MattyDPerrine","56567","Lifetime Repertoires: Najdorf Sicilian","4","2: 6.Bg5 e6 Sidelines","803","21","97.38"
"2018","MattyDPerrine","56567","Lifetime Repertoires: Najdorf Sicilian","6","7: 6.Be3 e5 7.Nf3/7.Nde2","172","2","98.84"
"2018","MattyDPerrine","56567","Lifetime Repertoires: Najdorf Sicilian","8","9: 6.Be3 e5 7.Nb3 Be7 8.f3","120","0","100"
"2018","MattyDPerrine","56567","Lifetime Repertoires: Najdorf Sicilian","32","Quickstarter Guide","55","1","98.18"
"2018","MattyDPerrine","57374","Short & Sweet: Chess Swindles","0","When to enter 'Swindle Mode'","301","58","80.73"
"2018","MattyDPerrine","58696","Lifetime Repertoires: Sam Shankland's 1.d4 - Part 3","1","3. Slav","194","7","96.39"
"2018","MattyDPerrine","58696","Lifetime Repertoires: Sam Shankland's 1.d4 - Part 3","2","4. Vienna","24","1","95.83"
"2018","MattyDPerrine","58696","Lifetime Repertoires: Sam Shankland's 1.d4 - Part 3","3","5. Queen's Gambit Accepted","340","15","95.59"
"2018","MattyDPerrine","58696","Lifetime Repertoires: Sam Shankland's 1.d4 - Part 3","4","6. QGD Sidelines Part 1","8","0","100"
"2018","MattyDPerrine","58696","Lifetime Repertoires: Sam Shankland's 1.d4 - Part 3","6","9. Ragozin","16","0","100"
"2018","MattyDPerrine","58696","Lifetime Repertoires: Sam Shankland's 1.d4 - Part 3","7","10. Semi-Tarrasch","8","0","100"
"2018","MattyDPerrine","58696","Lifetime Repertoires: Sam Shankland's 1.d4 - Part 3","9","11. Semi-Slav Meran Part 1","118","1","99.15"
"2018","MattyDPerrine","58696","Lifetime Repertoires: Sam Shankland's 1.d4 - Part 3","12","12. Semi-Slav Meran - Part 2","96","0","100"
"2018","MattyDPerrine","62565","Agadmator's Anti-London System","0","The Combative 4... Qxb2","213","31","85.45"
"2454","thetwist","37837","Short & Sweet: Chebanenko Slav","1","1. Short & Sweet: Chebanenko Slav","187","11","94.12"
"2454","thetwist","42325","Double-sided Mates in 1","8","6. Queen Mates in 1","18","4","77.78"
"2454","thetwist","42325","Double-sided Mates in 1","9","3. Knight Mates in 1","16","2","87.5"
"2454","thetwist","42325","Double-sided Mates in 1","10","5. Rook Mates in 1","17","3","82.35"
"2454","thetwist","42325","Double-sided Mates in 1","11","4. Bishop Mates in 1","16","2","87.5"
"2454","thetwist","42325","Double-sided Mates in 1","12","2. Pawn Mates in 1","15","1","93.33"
"2454","thetwist","42325","Double-sided Mates in 1","13","7. Random Mates in 1","36","6","83.33"
"2454","thetwist","44883"," Tactical Resources: Creative Attack & Defense 2","1","1. Warm Up","68","18","73.53"
"2454","thetwist","44883"," Tactical Resources: Creative Attack & Defense 2","44","2. Attack","86","28","67.44"
"2454","thetwist","44883"," Tactical Resources: Creative Attack & Defense 2","45","3. Defense","37","11","70.27"
"2454","thetwist","44883"," Tactical Resources: Creative Attack & Defense 2","46","4. Cool Down","47","13","72.34"
"2454","thetwist","46181","Basic Chess Patterns ","2","2. Isolated Patterns","51","1","98.04"
"2454","thetwist","46181","Basic Chess Patterns ","3","3. Test Section","56","1","98.21"
"2454","thetwist","48213","Chessable Tutorial Checkmate Patterns","0","1. Main Level","19","2","89.47"
"2454","thetwist","48516","25 Visualisation Exercises","2","2. Visualise 1 Sample Exercises","46","13","71.74"
"2454","thetwist","48516","25 Visualisation Exercises","3","3. Visualise 5 Sample Exercies","24","8","66.67"
"2454","thetwist","48516","25 Visualisation Exercises","4","4. Visualise 4 Sample Exercises","27","8","70.37"
"2454","thetwist","48516","25 Visualisation Exercises","5","5. Visualise 3 Sample Exercises","30","9","70"
"2454","thetwist","48516","25 Visualisation Exercises","6","6. Visualise 2 Sample Exercises","38","15","60.53"
"2454","thetwist","48536","The Art of Analysis","0","2. Most famous correspondence chess game ever played","132","44","66.67"
"2454","thetwist","48780","Welcome - Lesson 3: Tactics","0","1. Main Level","17","1","94.12"
"2454","thetwist","48857","Welcome - Lesson 2: Strategy & Pawn Play","0","1. Main Level","18","7","61.11"
"2454","thetwist","48858","Welcome - Lesson 4: Opera House Game","0","1. Main Level","17","0","100"
"2454","thetwist","50034","Winning Chess Strategies: Free Lesson","2","1. Winning Chess Strategies: Free Lesson","40","15","62.5"
"2454","thetwist","50173","Short and Sweet - Budapest Gambit","0","1. Main Level","161","0","100"
"2454","thetwist","50526","Short & Sweet: Italian Game","0","1. Main Level","157","2","98.73"
"2454","thetwist","51081","Short & Sweet: Queen's Gambit Accepted","0","S&S: Queen's Gambit Accepted","216","0","100"
"2454","thetwist","51828","Short & Sweet: Torre Attack","0","S&S: The Torre Attack","261","2","99.23"
"2454","thetwist","51829","Short & Sweet: Pseudo Trompowsky","0","Pseudo Trompowsky 1.d4 d5 2.Bg5","205","0","100"
"2454","thetwist","51860","Short & Sweet: Ruy Lopez: Exchange","1","Main Level","153","6","96.08"
"2454","thetwist","51996","Short & Sweet: Botvinnik English","0","Main Level","279","4","98.57"
"2454","thetwist","52033","S&S: The 2. Nc3 Sicilian","0","Short & Sweet: Butcher the Sicilian","336","6","98.21"
"2454","thetwist","52087","Short & Sweet: Panov-Botvinnik","7","Short & Sweet: Panov-Botvinnik","211","27","87.2"
"2454","thetwist","52604","Winning Chess Tactics: Free Lesson","0","1. Winning Chess Tactics: Free Lesson","35","5","85.71"
"2454","thetwist","53131","Short & Sweet: Sethuraman's 1.e4 e5","0","S&S: Sethuraman's 1.e4 e5","347","24","93.08"
"2454","thetwist","53504","Short & Sweet: Nimzo-Indian","0","Main Level","1043","231","77.85"
"2454","thetwist","54015","Winning Chess Combinations: Free Lesson","1","Winning Chess Combinations: Free Lesson","109","23","78.9"
"2454","thetwist","54461","Short & Sweet: Alapin","0","Short & Sweet: Alapin","232","21","90.95"
"2454","thetwist","54542","Short & Sweet: Sam Shankland's 1. d4","0","Main Level","726","53","92.7"
"2454","thetwist","55082","Short & Sweet: Taimanov Sicilian","0","Main Level","354","6","98.31"
"2454","thetwist","55720","Chessable Challenge","1"," Advanced Checkmates","8","0","100"
"2454","thetwist","55720","Chessable Challenge","2","Opening Disasters and Traps","19","2","89.47"
"2454","thetwist","55720","Chessable Challenge","3","Advanced Tactics","9","2","77.78"
"2454","thetwist","55720","Chessable Challenge","4","Basic Checkmates","8","1","87.5"
"2454","thetwist","55720","Chessable Challenge","5","Basic Tactics: Double Attack","12","0","100"
"2454","thetwist","55720","Chessable Challenge","6","Basic Tactics: Pin","7","0","100"
"2454","thetwist","55720","Chessable Challenge","7","Basic Tactics: Skewer","10","0","100"
"2454","thetwist","55720","Chessable Challenge","8","Basic Tactics: Deflection","14","3","78.57"
"2454","thetwist","55720","Chessable Challenge","9","Basic Tactics: Decoy","14","1","92.86"
"2454","thetwist","55720","Chessable Challenge","10","Basic Tactics: Discovered Attack","15","3","80"
"2454","thetwist","55720","Chessable Challenge","11","Basic Tactics: Double Check","9","0","100"
"2454","thetwist","55720","Chessable Challenge","13","Basic Endgames: Pawn Endgames","13","1","92.31"
"2454","thetwist","55884","Champions Chess Tour 2021","13","Skilling Open 2020","367","125","65.94"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","1","3: 6.Bg5 e6 with 10.Bd3","278","12","95.68"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","2","4: 6.Bg5 e6 main line 10.g4 h6!?","517","100","80.66"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","3","5: 6.Bg5 e6 main line 10.g4 b5","154","2","98.7"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","4","2: 6.Bg5 e6 Sidelines","406","9","97.78"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","6","7: 6.Be3 e5 7.Nf3/7.Nde2","248","11","95.56"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","7","8: 6.Be3 e5 7.Nb3 Be7 8th move sidelines","69","2","97.1"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","8","9: 6.Be3 e5 7.Nb3 Be7 8.f3","415","21","94.94"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","10","10: 6.h3 e5 7.Nb3","342","42","87.72"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","11","11: 6.h3 e5 7.Nde2","207","1","99.52"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","13","15. 6.g3 e5","126","2","98.41"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","14","28: 2.c3 Alapin","326","17","94.79"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","15","24: Various 3rd moves","520","68","86.92"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","16","25: 2.Nc3 d6 3.f4 Grand Prix Attack","205","0","100"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","17","12: 6.Be2 e5 7.Nf3","63","1","98.41"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","18","13a: 6.Be2 e5 7.Nb3 Be7","341","12","96.48"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","19","13b: 6.Be2 e5 7.Nb3 Be6!? (Alternative)","98","0","100"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","20","14: 6.Bc4","147","2","98.64"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","21","26: 2. Nc3 d6 3.d4","58","0","100"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","22","23: 3. Bb5+ Nd7","622","57","90.84"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","23","18: 6.f4","60","0","100"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","24","17: 6.Bd3","162","4","97.53"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","25","16: 6.a4","174","2","98.85"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","26","19: 6.Rg1","102","1","99.02"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","27","20: 6.Qd3/6.Qf3/6.Qe2","67","3","95.52"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","28","22: 4.Qxd4 & 5.f3","199","2","98.99"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","29","29: Various 2nd moves","397","16","95.97"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","30","27: 2.Nc3 d6 3.Nge2/3.g3 Closed Sicilian","137","1","99.27"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","31","21: Various 6th moves","211","2","99.05"
"2454","thetwist","56567","Lifetime Repertoires: Najdorf Sicilian","32","Quickstarter Guide","1786","299","83.26"
"2454","thetwist","57233","Winning Chess Brilliancies: Free Lesson","1","Slaying the Dragon","67","15","77.61"
"2454","thetwist","57238","Short & Sweet: Simon Williams's 1. e4 e5","0","Short & Sweet: 1.e4 e5 Club Player's Dynamite","233","4","98.28"
"2454","thetwist","57374","Short & Sweet: Chess Swindles","0","When to enter 'Swindle Mode'","88","32","63.64"
"2454","thetwist","57386","Short and Sweet: Jaenisch Gambit","6","Short and Sweet","150","1","99.33"
"2454","thetwist","57657","Short & Sweet: Queen's Gambit Declined","1","Short&Sweet","104","1","99.04"
"2454","thetwist","58407","Short & Sweet: Najdorf Sicilian","0","Main Level","569","80","85.94"
"2454","thetwist","59857","Short & Sweet: Wesley So's 1. e4","0","Part 1: 1...e5 and Semi-open Defenses","303","3","99.01"
"2454","thetwist","59857","Short & Sweet: Wesley So's 1. e4","1","Part 2: Sicilian, Caro-Kann and French","273","3","98.9"
"2454","thetwist","62034","Short & Sweet: 1. c4 / 1. Nf3 ","0","S&S: 1. c4/1. Nf3","517","10","98.07"
"2454","thetwist","62067","Short & Sweet: 1. e4 Gambits","0","S&S: Grandmaster Gambits 1. e4","365","8","97.81"
"2454","thetwist","62086","Winning Chess Openings: Free Lesson","8","Free Lesson","44","2","95.45"
"2454","thetwist","62565","Agadmator's Anti-London System","0","The Combative 4... Qxb2","121","0","100"
"2454","thetwist","62565","Agadmator's Anti-London System","1","Agadmator's 4...a6","55","0","100"
"2454","thetwist","67152","Winning Chess Endings: Free Lesson","0","Winning Chess Endings: Free Lesson","88","1","98.86"
"2454","thetwist","67777","Short & Sweet: The Catalan","0","S&S: The Catalan","217","4","98.16"
"2454","thetwist","68285","Simon's Tactics","0","Simon's Tactics: Day 1","6","1","83.33"
"2494","thatoneguy6055","51860","Short & Sweet: Ruy Lopez: Exchange","1","Main Level","57","0","100"
"2761","artel89","35117","The Accelerated Rossolimo","5","6. 2.f4 d5! - Black's best reply","355","4","98.87"
"2761","artel89","37609","Lifetime Repertoires: Chebanenko Slav","13","1. Introduction","12","0","100"
"2761","artel89","37609","Lifetime Repertoires: Chebanenko Slav","21","10. Various 2nd moves","203","1","99.51"
"2761","artel89","37609","Lifetime Repertoires: Chebanenko Slav","25","2. Quickstarter Guide","371","7","98.11"
"2761","artel89","42549","Lifetime Repertoires: French Defense","4","2. Quickstarter Guide","474","8","98.31"
"2761","artel89","42549","Lifetime Repertoires: French Defense","10","8. 3.Nc3 Bb4 4.e5 c5: 7.Qg4 Qc7 8.Bd3","93","5","94.62"
"2761","artel89","42549","Lifetime Repertoires: French Defense","17","14. 3. e5 c5","23","1","95.65"
"2761","artel89","42549","Lifetime Repertoires: French Defense","21","11. Alternative set-up: 7.Qg4 with 12.Qd3 Bd7","36","3","91.67"
"2761","artel89","42549","Lifetime Repertoires: French Defense","22","12. Main recommendation: 7.Qg4 with 12.Qd3 d4","62","4","93.55"
"2761","artel89","42964","The Dynamic Italian Game","3","5. Mainlines in the Evans","160","9","94.38"
"2761","artel89","51081","Short & Sweet: Queen's Gambit Accepted","0","S&S: Queen's Gambit Accepted","546","9","98.35"
"2761","artel89","51578","Nakhmanson Gambit","1","Nakhmanson Accepted Sidelines","160","3","98.13"
"2761","artel89","51578","Nakhmanson Gambit","3","Nakhmanson Declined 6...Nxc3","165","0","100"
"2761","artel89","51578","Nakhmanson Gambit","5","Nakhmanson Declined 6...d5 and 6...Nd6","9","0","100"
"2891","Christopho","30038","Winning Chess Strategies","3","3. Making the Most of a Material Advantage","2148","144","93.3"
"2891","Christopho","30038","Winning Chess Strategies","7","7. How to Use Pawns","628","40","93.63"
"2891","Christopho","36717","Winning Chess Combinations","1","1. Starting Out: Three Combination Types","86","2","97.67"
"2891","Christopho","36717","Winning Chess Combinations","2","2. Checkmate! Recognizing Patterns","10864","646","94.05"
"2891","Christopho","36717","Winning Chess Combinations","3","3. The Classical Bishop Sacrifice","3510","364","89.63"
"2891","Christopho","36968","Winning Chess Tactics","3","2: The Double Attack","2334","98","95.8"
"2891","Christopho","36968","Winning Chess Tactics","4","3: The Pin","1072","40","96.27"
"2891","Christopho","36968","Winning Chess Tactics","5","14: Adolf Anderssen (1818-1879)","396","16","95.96"
